date,day as a number,Physical distancing-Measures for special populations-Visiting restrictions,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Measures for special populations-Protected hours in public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Workplace measures-Teleworking,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Workplace measures-Adaptation of workplace,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of public spaces-Other,General-Exemptions to NPIs-Vaccination proof,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Other,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Internal travel-Travel restrictions-Other,Hygiene and safety measure-Blood and other SOHO safety-Not applicable,Physical distancing-Closure of educational institutions-Daycare nursery,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 100
2021-02-23,359,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-24,360,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-25,361,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-26,362,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-27,363,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-28,364,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-01,365,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-02,366,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-03,367,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-04,368,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-05,369,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-06,370,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-07,371,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-08,372,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-09,373,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-10,374,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-11,375,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-12,376,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-13,377,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-14,378,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-15,379,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-16,380,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-17,381,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-18,382,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-19,383,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-20,384,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-21,385,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-22,386,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-23,387,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-24,388,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-25,389,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-26,390,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-27,391,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-28,392,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-29,393,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-30,394,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-03-31,395,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-01,396,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-02,397,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-03,398,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-04,399,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-05,400,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-06,401,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-07,402,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-08,403,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-09,404,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-10,405,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-11,406,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-12,407,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-13,408,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-14,409,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-15,410,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-16,411,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-17,412,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-18,413,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-19,414,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-20,415,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-21,416,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-22,417,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-23,418,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-24,419,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-25,420,1,2,2,0,0,2,0,0,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-26,421,1,2,2,0,0,2,0,0,1,2,1,2,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-27,422,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-28,423,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-29,424,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-30,425,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-01,426,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-02,427,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-03,428,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-04,429,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-05,430,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-06,431,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-07,432,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-08,433,1,2,2,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-09,434,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-10,435,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-11,436,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-12,437,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-13,438,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-14,439,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-15,440,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-16,441,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,442,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,443,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,444,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,445,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,446,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,447,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,448,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,449,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,450,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,451,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,452,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,453,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,454,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,455,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,456,1,2,2,1,2,2,0,0,1,2,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,457,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,458,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,459,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,460,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,461,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,462,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,463,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,464,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,465,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,466,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,467,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,468,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,469,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,470,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,471,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,472,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,473,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,474,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,475,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,476,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,477,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,478,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,479,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,480,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,481,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
